
(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 22)
Dock, Pond, Beach, Uptown, Cemetery, 
(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: White Rhinos, y: Music Box,len: 24)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: White Rhinos, y: Pile Bunker,len: 23)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Alley, Hotel, Temple, Archery Range,
Beach, Alley, Hotel, Archery Range, Cemetery, 
Beach, Alley, Hotel, Archery Range, Forest,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 19)
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hotel, Cemetery, School,
Dock, Uptown, Hotel, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Uptown, Avenue, Forest, School,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School, 
Dock, Hotel, Temple, Archery Range, School,
Dock, Hotel, Archery Range, Cemetery, School,
Dock, Hotel, Archery Range, Forest, School,
Pond, Uptown, Alley, Hotel, Temple,
Pond, Uptown, Alley, Hotel, Cemetery,
Pond, Uptown, Alley, Hotel, Forest,
Pond, Uptown, Hotel, Hospital, Temple,
Pond, Uptown, Hotel, Hospital, Cemetery,
Pond, Uptown, Hotel, Hospital, Forest,
Pond, Uptown, Hotel, Temple, School,
Pond, Uptown, Hotel, Cemetery, School,
Pond, Uptown, Hotel, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,
Pond, Hotel, Hospital, Temple, Archery Range,
Pond, Hotel, Hospital, Archery Range, Cemetery,
Pond, Hotel, Hospital, Archery Range, Forest,
Pond, Hotel, Temple, Archery Range, School,
Pond, Hotel, Archery Range, Cemetery, School,
Pond, Hotel, Archery Range, Forest, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: Feather Boots, y: Music Box,len: 19)
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hotel, Cemetery, School,
Dock, Uptown, Hotel, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Uptown, Avenue, Forest, School,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,
Dock, Hotel, Temple, Archery Range, School,
Dock, Hotel, Archery Range, Cemetery, School,
Dock, Hotel, Archery Range, Forest, School,
Pond, Uptown, Alley, Hotel, Temple,
Pond, Uptown, Alley, Hotel, Cemetery,
Pond, Uptown, Alley, Hotel, Forest,
Pond, Uptown, Hotel, Hospital, Temple,
Pond, Uptown, Hotel, Hospital, Cemetery,
Pond, Uptown, Hotel, Hospital, Forest,
Pond, Uptown, Hotel, Temple, School,
Pond, Uptown, Hotel, Cemetery, School,
Pond, Uptown, Hotel, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range, 
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,
Pond, Hotel, Hospital, Temple, Archery Range,
Pond, Hotel, Hospital, Archery Range, Cemetery,
Pond, Hotel, Hospital, Archery Range, Forest,
Pond, Hotel, Temple, Archery Range, School,
Pond, Hotel, Archery Range, Cemetery, School,
Pond, Hotel, Archery Range, Forest, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: Feather Boots, y: Pile Bunker,len: 19)
Dock, Uptown, Avenue, Cemetery, School, 
Dock, Uptown, Avenue, Forest, School,
Dock, Hotel, Temple, Archery Range, School,
Dock, Hotel, Archery Range, Cemetery, School,
Dock, Hotel, Archery Range, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,
Pond, Hotel, Hospital, Temple, Archery Range,
Pond, Hotel, Hospital, Archery Range, Cemetery,
Pond, Hotel, Hospital, Archery Range, Forest,
Pond, Hotel, Temple, Archery Range, School,
Pond, Hotel, Archery Range, Cemetery, School,
Pond, Hotel, Archery Range, Forest, School,
Beach, Hotel, Temple, Archery Range, School,
Beach, Hotel, Archery Range, Cemetery, School,
Beach, Hotel, Archery Range, Forest, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: Bucephalus, y: Laced Quiver,len: 21)
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Beach, Hotel, Forest, School,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Avenue, Cemetery, School,
Dock, Hotel, Hospital, Cemetery, School,
Dock, Hotel, Cemetery, Forest, School,
Pond, Beach, Hotel, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Hotel, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Forest, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: Bucephalus, y: Music Box,len: 21)
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Beach, Hotel, Forest, School,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Avenue, Cemetery, School,
Dock, Hotel, Hospital, Cemetery, School,
Dock, Hotel, Cemetery, Forest, School,
Pond, Beach, Hotel, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Hotel, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Forest, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: Bucephalus, y: Pile Bunker,len: 21)
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Hotel, Avenue, Cemetery, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Hotel, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Avenue, Temple, School,
Beach, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Avenue, Forest, School,
Beach, Hotel, Archery Range, Forest, School,
Beach, Hotel, Forest, Factory, School,
Beach, Avenue, Hospital, Cemetery, School, 
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Beach, Temple, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: White Rhinos, y: Laced Quiver,len: 20)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: White Rhinos, y: Music Box,len: 20)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Plasma Arc, l: White Rhinos, y: Pile Bunker,len: 19)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: Feather Boots, y: Laced Quiver,len: 20)
Dock, Pond, Uptown, Alley, Temple,
Dock, Pond, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Alley, Avenue, Temple,
Pond, Uptown, Alley, Avenue, Cemetery,
Pond, Uptown, Alley, Avenue, Forest,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: Feather Boots, y: Music Box,len: 21)
Dock, Pond, Uptown, Alley, Temple,
Dock, Pond, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: Feather Boots, y: Pile Bunker,len: 21)
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Temple, Factory, School,
Uptown, Avenue, Hospital, Temple, School,
Uptown, Avenue, Hospital, Cemetery, School,
Uptown, Avenue, Hospital, Forest, School,
Uptown, Avenue, Temple, Factory, School,
Uptown, Avenue, Cemetery, Factory, School,
Uptown, Avenue, Forest, Factory, School,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: Bucephalus, y: Laced Quiver,len: 21)
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Hospital, Cemetery, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Forest, Chapel, School,
Hotel, Hospital, Cemetery, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: Bucephalus, y: Music Box,len: 21)
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Hospital, Cemetery, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Forest, Chapel, School,
Hotel, Hospital, Cemetery, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: Bucephalus, y: Pile Bunker,len: 21)
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Hotel, Avenue, Hospital, Cemetery,
Beach, Hotel, Forest, Factory, School,
Beach, Avenue, Hospital, Temple, School,
Beach, Avenue, Hospital, Cemetery, School,
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Temple, Factory, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Uptown, Avenue, Hospital, Cemetery, School,
Uptown, Avenue, Cemetery, Factory, School,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Hotel, Avenue, Hospital, Cemetery, School,
Hotel, Avenue, Cemetery, Factory, School, 

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: White Rhinos, y: Laced Quiver,len: 21)
Pond, Uptown, Alley, Avenue, Temple,
Pond, Uptown, Alley, Avenue, Cemetery,
Pond, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: White Rhinos, y: Music Box,len: 22)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Tuxedo, a: Radar, l: White Rhinos, y: Pile Bunker,len: 21)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 21)
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hotel, Cemetery, School,
Dock, Uptown, Hotel, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Uptown, Avenue, Forest, School,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,
Dock, Hotel, Archery Range, Cemetery, School,
Dock, Hotel, Archery Range, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Plasma Arc, l: Feather Boots, y: Music Box,len: 21)
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hotel, Cemetery, School,
Dock, Uptown, Hotel, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Uptown, Avenue, Forest, School,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,
Dock, Hotel, Archery Range, Cemetery, School,
Dock, Hotel, Archery Range, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Plasma Arc, l: Feather Boots, y: Pile Bunker,len: 21)
Dock, Uptown, Avenue, Cemetery, School,
Dock, Uptown, Avenue, Forest, School,
Dock, Hotel, Archery Range, Cemetery, School,
Dock, Hotel, Archery Range, Forest, School,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Beach, Hotel, Hospital, Archery Range, Cemetery,
Beach, Hotel, Hospital, Archery Range, Forest,
Beach, Hotel, Archery Range, Cemetery, School,
Beach, Hotel, Archery Range, Forest, School,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Plasma Arc, l: Bucephalus, y: Laced Quiver,len: 22)
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Beach, Hotel, Forest, School,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Avenue, Cemetery, School,
Dock, Hotel, Hospital, Cemetery, School,
Dock, Hotel, Cemetery, Forest, School,
Pond, Beach, Hotel, Forest, School,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Forest, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Plasma Arc, l: Bucephalus, y: Music Box,len: 22)
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Beach, Hotel, Forest, School,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Avenue, Cemetery, School,
Dock, Hotel, Hospital, Cemetery, School,
Dock, Hotel, Cemetery, Forest, School,
Pond, Beach, Hotel, Forest, School,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Forest, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Plasma Arc, l: Bucephalus, y: Pile Bunker,len: 22)
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Uptown, Avenue, Cemetery, School,
Dock, Hotel, Avenue, Cemetery, School,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Avenue, Forest, School,
Beach, Hotel, Archery Range, Forest, School,
Beach, Hotel, Forest, Factory, School,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,
Beach, Avenue, Hospital, Cemetery, School, 
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Beach, Temple, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: Feather Boots, y: Laced Quiver,len: 21)
Dock, Pond, Uptown, Hospital, Temple, 
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Uptown, Temple, Factory, Chapel, School,
Hotel, Hospital, Archery Range, Cemetery, Chapel,
Hotel, Hospital, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: Feather Boots, y: Music Box,len: 22)
Dock, Pond, Uptown, Hospital, Temple, 
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Uptown, Temple, Factory, Chapel, School,
Hotel, Hospital, Archery Range, Cemetery, Chapel,
Hotel, Hospital, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: Feather Boots, y: Pile Bunker,len: 22)
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple, 
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Uptown, Avenue, Hospital, Forest,
Beach, Uptown, Temple, Factory, School,
Beach, Hotel, Hospital, Archery Range, Cemetery,
Beach, Hotel, Hospital, Archery Range, Forest,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,
Uptown, Avenue, Hospital, Temple, School,
Uptown, Avenue, Hospital, Cemetery, School,
Uptown, Avenue, Hospital, Forest, School,
Uptown, Avenue, Temple, Factory, School,
Uptown, Avenue, Cemetery, Factory, School,
Uptown, Avenue, Forest, Factory, School,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Hotel, Hospital, Archery Range, Cemetery, Chapel,
Hotel, Hospital, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: Bucephalus, y: Laced Quiver,len: 21)
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Hospital, Cemetery, School,
Pond, Beach, Avenue, Hospital, Temple,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Forest, Chapel, School,
Hotel, Hospital, Cemetery, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: Bucephalus, y: Music Box,len: 21)
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Alley, Hotel, Forest, School,
Dock, Hotel, Hospital, Cemetery, School,
Pond, Beach, Avenue, Hospital, Temple,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Forest, Chapel, School,
Hotel, Hospital, Cemetery, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: Bucephalus, y: Pile Bunker,len: 21)
Pond, Beach, Avenue, Hospital, Temple,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Pond, Uptown, Avenue, Hospital, Cemetery,
Pond, Hotel, Avenue, Hospital, Cemetery,
Beach, Hotel, Forest, Factory, School,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,
Beach, Avenue, Hospital, Cemetery, School,
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Uptown, Avenue, Hospital, Cemetery, School,
Uptown, Avenue, Cemetery, Factory, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Hotel, Avenue, Hospital, Cemetery, School,
Hotel, Avenue, Cemetery, Factory, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: White Rhinos, y: Laced Quiver,len: 22)
Uptown, Temple, Factory, Chapel, School,
Hotel, Hospital, Archery Range, Cemetery, Chapel,
Hotel, Hospital, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: White Rhinos, y: Music Box,len: 23)
Uptown, Temple, Factory, Chapel, School,
Hotel, Hospital, Archery Range, Cemetery, Chapel,
Hotel, Hospital, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Changpao, a: Radar, l: White Rhinos, y: Pile Bunker,len: 22)
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Hotel, Hospital, Archery Range, Cemetery, Chapel,
Hotel, Hospital, Archery Range, Forest, Chapel,
